sample_id,split_hint,source_file,crop_file,label_class,image_width,image_height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,ocr_suggestion,ocr_suggestion_confidence,ocr_suggestion_quality,ocr_suggestion_engine,final_text,review_status,reviewer,notes
3430_104_1_jpg.rf.a938cdfa3cd8126a1a64a6d948055b59__0247,validation,3430_104_1_jpg.rf.a938cdfa3cd8126a1a64a6d948055b59.jpg,crops/3430_104_1_jpg.rf.a938cdfa3cd8126a1a64a6d948055b59__0247.png,number,640,640,342,194,576,255,324,185,594,268,6455476,0.56,2.21,tesseract:gray,,pending,,
6074_104_0_jpg.rf.f9012837cea7a1cb31cf757869d1266d__0248,train,6074_104_0_jpg.rf.f9012837cea7a1cb31cf757869d1266d.jpg,crops/6074_104_0_jpg.rf.f9012837cea7a1cb31cf757869d1266d__0248.png,number,640,640,122,186,319,253,107,176,334,267,54286313,0.56,2.21,tesseract:gray,,pending,,
6839_104_0_jpg.rf.d7c2d3a7e5c24b8010de6d14d13ebdb8__0249,train,6839_104_0_jpg.rf.d7c2d3a7e5c24b8010de6d14d13ebdb8.jpg,crops/6839_104_0_jpg.rf.d7c2d3a7e5c24b8010de6d14d13ebdb8__0249.png,number,640,640,119,181,305,248,105,171,319,262,44M1465,0.5,1.3057,tesseract:gray,,pending,,
3258_104_0_jpg.rf.a1b5fff4dfd1a477c7401725efa1c40a__0250,train,3258_104_0_jpg.rf.a1b5fff4dfd1a477c7401725efa1c40a.jpg,crops/3258_104_0_jpg.rf.a1b5fff4dfd1a477c7401725efa1c40a__0250.png,number,640,640,115,184,326,249,99,174,342,263,63463355,0.56,2.21,tesseract:gray,,pending,,
2746_104_0_jpg.rf.ad71cd02a37f424a08c74f4ebefc793b__0251,train,2746_104_0_jpg.rf.ad71cd02a37f424a08c74f4ebefc793b.jpg,crops/2746_104_0_jpg.rf.ad71cd02a37f424a08c74f4ebefc793b__0251.png,number,640,640,139,173,359,244,122,162,376,259,,,,,,pending,,
387_104_0_jpg.rf.7044ea2e1da4b16fe797559313087f2d__0252,train,387_104_0_jpg.rf.7044ea2e1da4b16fe797559313087f2d.jpg,crops/387_104_0_jpg.rf.7044ea2e1da4b16fe797559313087f2d__0252.png,number,640,640,127,183,302,246,113,173,316,259,62951306,0.56,2.21,tesseract:gray,,pending,,
6799_104_0_jpg.rf.ba4f71936af0d7eaab0894222ea51357__0253,train,6799_104_0_jpg.rf.ba4f71936af0d7eaab0894222ea51357.jpg,crops/6799_104_0_jpg.rf.ba4f71936af0d7eaab0894222ea51357__0253.png,number,640,640,112,175,275,241,99,165,288,255,538888,0.5,1.47,tesseract:gray,,pending,,
3255_104_0_jpg.rf.4f5bb07d757c4ff1e75c9aa7f4e762d0__0254,train,3255_104_0_jpg.rf.4f5bb07d757c4ff1e75c9aa7f4e762d0.jpg,crops/3255_104_0_jpg.rf.4f5bb07d757c4ff1e75c9aa7f4e762d0__0254.png,number,640,640,90,185,253,249,77,175,266,263,40268604,0.5,2.15,tesseract:gray,,pending,,
2238_104_0_jpg.rf.5ea252cbf8e29bf554921a59bcf4e02b__0255,train,2238_104_0_jpg.rf.5ea252cbf8e29bf554921a59bcf4e02b.jpg,crops/2238_104_0_jpg.rf.5ea252cbf8e29bf554921a59bcf4e02b__0255.png,number,640,640,97,162,282,231,83,151,296,246,62774089,0.5,2.15,tesseract:gray,,pending,,
3427_104_0_jpeg.rf.ca9e3f9ea38b16ceebe77a72b6691477__0256,train,3427_104_0_jpeg.rf.ca9e3f9ea38b16ceebe77a72b6691477.jpg,crops/3427_104_0_jpeg.rf.ca9e3f9ea38b16ceebe77a72b6691477__0256.png,number,640,640,277,188,511,248,259,179,529,261,4342066,0.5,2.15,tesseract:gray,,pending,,
6781_104_1_jpg.rf.2b9012c64d2acc324486e403460f7de1__0257,train,6781_104_1_jpg.rf.2b9012c64d2acc324486e403460f7de1.jpg,crops/6781_104_1_jpg.rf.2b9012c64d2acc324486e403460f7de1__0257.png,number,640,640,246,194,463,255,229,185,480,268,RR4579,0.56,1.53,tesseract:otsu,,pending,,
6430_104_1_jpg.rf.aed7897baaddf140cfbd133a7df35418__0258,train,6430_104_1_jpg.rf.aed7897baaddf140cfbd133a7df35418.jpg,crops/6430_104_1_jpg.rf.aed7897baaddf140cfbd133a7df35418__0258.png,number,640,640,108,189,310,257,92,179,326,271,40862034,0.5,2.15,tesseract:gray,,pending,,
3411_104_0_jpg.rf.096c1167e9b1230fe9531688ea32fc0f__0259,train,3411_104_0_jpg.rf.096c1167e9b1230fe9531688ea32fc0f.jpg,crops/3411_104_0_jpg.rf.096c1167e9b1230fe9531688ea32fc0f__0259.png,number,640,640,40,207,99,265,34,198,105,277,,,,,,pending,,
2228_104_1_jpg.rf.6c01b1e2ae32a016426eea5a6560c514__0260,validation,2228_104_1_jpg.rf.6c01b1e2ae32a016426eea5a6560c514.jpg,crops/2228_104_1_jpg.rf.6c01b1e2ae32a016426eea5a6560c514__0260.png,number,640,640,162,160,328,227,149,150,341,241,616571,0.56,1.53,tesseract:gray,,pending,,
6502_104_0_jpg.rf.7a9decbeb3ad859d571720abb7192409__0261,train,6502_104_0_jpg.rf.7a9decbeb3ad859d571720abb7192409.jpg,crops/6502_104_0_jpg.rf.7a9decbeb3ad859d571720abb7192409__0261.png,number,640,640,31,202,97,266,25,192,103,280,,,,,,pending,,
3284_104_0_jpg.rf.b8b876a365ed7df5117e5ee77413c13d__0262,validation,3284_104_0_jpg.rf.b8b876a365ed7df5117e5ee77413c13d.jpg,crops/3284_104_0_jpg.rf.b8b876a365ed7df5117e5ee77413c13d__0262.png,number,640,640,279,179,493,243,262,169,510,257,62951306,0.5,2.15,tesseract:gray,,pending,,
3440_104_0_jpg.rf.d351ffaa5d74414c6049a25e4562bb10__0263,train,3440_104_0_jpg.rf.d351ffaa5d74414c6049a25e4562bb10.jpg,crops/3440_104_0_jpg.rf.d351ffaa5d74414c6049a25e4562bb10__0263.png,number,640,640,133,172,297,236,120,162,310,250,637183,0.5,1.47,tesseract:gray,,pending,,
6369_104_0_jpg.rf.41fbf3760a8f4b65b16003c98b1b70f8__0264,validation,6369_104_0_jpg.rf.41fbf3760a8f4b65b16003c98b1b70f8.jpg,crops/6369_104_0_jpg.rf.41fbf3760a8f4b65b16003c98b1b70f8__0264.png,number,640,640,144,187,333,257,129,176,348,272,6321358,0.56,2.21,tesseract:gray,,pending,,
6046_104_0_jpg.rf.80a542c6227e016aee5e486c7b7fce8f__0265,train,6046_104_0_jpg.rf.80a542c6227e016aee5e486c7b7fce8f.jpg,crops/6046_104_0_jpg.rf.80a542c6227e016aee5e486c7b7fce8f__0265.png,number,640,640,104,189,266,266,92,177,278,282,52R7541,0.5,1.3057,tesseract:otsu,,pending,,
2593_104_0_jpg.rf.cae344754b0cd1732d3c22a18a0e359e__0266,train,2593_104_0_jpg.rf.cae344754b0cd1732d3c22a18a0e359e.jpg,crops/2593_104_0_jpg.rf.cae344754b0cd1732d3c22a18a0e359e__0266.png,number,640,640,105,182,288,244,91,173,302,257,60164019,0.56,2.21,tesseract:gray,,pending,,
2475_104_0_jpg.rf.46271e7c9537fb03ea19329ea4e86ca8__0267,train,2475_104_0_jpg.rf.46271e7c9537fb03ea19329ea4e86ca8.jpg,crops/2475_104_0_jpg.rf.46271e7c9537fb03ea19329ea4e86ca8__0267.png,number,640,640,47,192,127,254,41,183,133,267,,,,,,pending,,
6203_104_0_jpeg.rf.ef4ae9d241a91a1275695bc55c0e58f7__0268,validation,6203_104_0_jpeg.rf.ef4ae9d241a91a1275695bc55c0e58f7.jpg,crops/6203_104_0_jpeg.rf.ef4ae9d241a91a1275695bc55c0e58f7__0268.png,number,640,640,134,176,326,235,119,167,341,247,,,,,,pending,,
3282_104_0_jpg.rf.a14b8497a177b67f8c126e434c7680bb__0269,train,3282_104_0_jpg.rf.a14b8497a177b67f8c126e434c7680bb.jpg,crops/3282_104_0_jpg.rf.a14b8497a177b67f8c126e434c7680bb__0269.png,number,640,640,97,164,233,226,87,155,243,239,41951306,0.5,2.15,tesseract:gray,,pending,,
6516_104_0_jpeg.rf.f2d492836263bea27155ef5641509430__0270,train,6516_104_0_jpeg.rf.f2d492836263bea27155ef5641509430.jpg,crops/6516_104_0_jpeg.rf.f2d492836263bea27155ef5641509430__0270.png,number,640,640,101,173,240,238,90,163,251,252,6321556,0.56,2.21,tesseract:gray,,pending,,
2913_104_0_jpg.rf.98984b6d21545fd247609978bdf72b52__0271,train,2913_104_0_jpg.rf.98984b6d21545fd247609978bdf72b52.jpg,crops/2913_104_0_jpg.rf.98984b6d21545fd247609978bdf72b52__0271.png,number,640,640,138,231,384,296,119,221,403,310,,,,,,pending,,
388_104_0_jpg.rf.e42975f2ffbcd4d5aabd9322aadded1f__0272,train,388_104_0_jpg.rf.e42975f2ffbcd4d5aabd9322aadded1f.jpg,crops/388_104_0_jpg.rf.e42975f2ffbcd4d5aabd9322aadded1f__0272.png,number,640,640,93,175,226,242,83,165,236,256,651504,0.56,1.53,tesseract:inv_otsu,,pending,,
27_104_0_jpg.rf.1636dbd6bed2756e4df421385013ff79__0273,train,27_104_0_jpg.rf.1636dbd6bed2756e4df421385013ff79.jpg,crops/27_104_0_jpg.rf.1636dbd6bed2756e4df421385013ff79__0273.png,number,640,640,101,163,264,225,88,154,277,238,,,,,,pending,,
6410_104_1_jpg.rf.e98fb67de567d8be055ff45a9141d551__0274,validation,6410_104_1_jpg.rf.e98fb67de567d8be055ff45a9141d551.jpg,crops/6410_104_1_jpg.rf.e98fb67de567d8be055ff45a9141d551__0274.png,number,640,640,117,184,276,253,105,173,288,268,6320558,0.5,2.15,tesseract:otsu,,pending,,
2481_104_1_jpg.rf.626a9b26c8e15c1dcd2b8218cecc4789__0275,validation,2481_104_1_jpg.rf.626a9b26c8e15c1dcd2b8218cecc4789.jpg,crops/2481_104_1_jpg.rf.626a9b26c8e15c1dcd2b8218cecc4789__0275.png,number,640,640,81,175,240,240,69,165,252,254,,,,,,pending,,
4913_104_0_jpg.rf.5d0b7feb8f7ecc91e9562151e35ddd5f__0276,train,4913_104_0_jpg.rf.5d0b7feb8f7ecc91e9562151e35ddd5f.jpg,crops/4913_104_0_jpg.rf.5d0b7feb8f7ecc91e9562151e35ddd5f__0276.png,number,640,640,72,171,228,244,60,160,240,260,,,,,,pending,,
8171_104_0_jpg.rf.92436208d9f5e2d6e089eda3af88c042__0277,train,8171_104_0_jpg.rf.92436208d9f5e2d6e089eda3af88c042.jpg,crops/8171_104_0_jpg.rf.92436208d9f5e2d6e089eda3af88c042__0277.png,number,640,640,78,199,218,267,67,189,229,281,,,,,,pending,,
6420_104_0_jpg.rf.a5698790382fbf78da3d7369cd127a81__0278,train,6420_104_0_jpg.rf.a5698790382fbf78da3d7369cd127a81.jpg,crops/6420_104_0_jpg.rf.a5698790382fbf78da3d7369cd127a81__0278.png,number,640,640,76,212,217,279,65,202,228,293,40446568,0.5,2.15,tesseract:gray,,pending,,
6160_104_1_jpg.rf.a3f9b3ec2cade53dcea009b4d7ec8cec__0279,train,6160_104_1_jpg.rf.a3f9b3ec2cade53dcea009b4d7ec8cec.jpg,crops/6160_104_1_jpg.rf.a3f9b3ec2cade53dcea009b4d7ec8cec__0279.png,number,640,640,324,191,557,249,306,182,575,261,6521558,0.56,2.21,tesseract:gray,,pending,,
6228_104_0_jpg.rf.c9234f9e50d3b7338454ea5ad82a91d4__0280,train,6228_104_0_jpg.rf.c9234f9e50d3b7338454ea5ad82a91d4.jpg,crops/6228_104_0_jpg.rf.c9234f9e50d3b7338454ea5ad82a91d4__0280.png,number,640,640,75,171,267,240,60,160,282,255,59682641,0.5,2.15,tesseract:gray,,pending,,
6192_104_0_jpg.rf.64e87e143e93aa95313a0a2e72039856__0281,train,6192_104_0_jpg.rf.64e87e143e93aa95313a0a2e72039856.jpg,crops/6192_104_0_jpg.rf.64e87e143e93aa95313a0a2e72039856__0281.png,number,640,640,111,186,285,249,98,176,298,262,63790810,0.56,2.21,tesseract:gray,,pending,,
6495_104_0_jpeg.rf.ee9a4830e79cd3adcbca3740bdf12d6e__0282,train,6495_104_0_jpeg.rf.ee9a4830e79cd3adcbca3740bdf12d6e.jpg,crops/6495_104_0_jpeg.rf.ee9a4830e79cd3adcbca3740bdf12d6e__0282.png,number,640,640,124,182,330,243,108,173,346,256,94285232,0.56,2.21,tesseract:gray,,pending,,
2700_104_0_jpg.rf.0ad1cee937d05c0c2db3fcb8dd922e2c__0283,train,2700_104_0_jpg.rf.0ad1cee937d05c0c2db3fcb8dd922e2c.jpg,crops/2700_104_0_jpg.rf.0ad1cee937d05c0c2db3fcb8dd922e2c__0283.png,number,640,640,16,226,70,286,10,217,76,299,,,,,,pending,,
6465_104_0_jpg.rf.35a7e5fdf0e1824c35ef2dcc7f2b2aa0__0284,train,6465_104_0_jpg.rf.35a7e5fdf0e1824c35ef2dcc7f2b2aa0.jpg,crops/6465_104_0_jpg.rf.35a7e5fdf0e1824c35ef2dcc7f2b2aa0__0284.png,number,640,640,117,189,285,256,104,179,298,270,61147955,0.56,2.21,tesseract:gray,,pending,,
9650_104_0_jpg.rf.917ccf1ec29b6eadbca6b45d2fe6150f__0285,train,9650_104_0_jpg.rf.917ccf1ec29b6eadbca6b45d2fe6150f.jpg,crops/9650_104_0_jpg.rf.917ccf1ec29b6eadbca6b45d2fe6150f__0285.png,number,640,640,59,187,173,251,50,177,182,265,,,,,,pending,,
9647_104_0_jpg.rf.061f1205d6be6116cf393d61680a545f__0286,train,9647_104_0_jpg.rf.061f1205d6be6116cf393d61680a545f.jpg,crops/9647_104_0_jpg.rf.061f1205d6be6116cf393d61680a545f__0286.png,number,640,640,38,200,99,261,32,191,105,274,,,,,,pending,,
2650_104_0_jpg.rf.3abf3652a95de5219ecefa700e0844e5__0287,train,2650_104_0_jpg.rf.3abf3652a95de5219ecefa700e0844e5.jpg,crops/2650_104_0_jpg.rf.3abf3652a95de5219ecefa700e0844e5__0287.png,number,640,640,125,183,351,251,107,173,369,265,823P0763,0.5,1.3137,tesseract:gray,,pending,,
102_104_0_jpg.rf.4b1157c2d9cd7ae63ab594aecb3595d4__0288,validation,102_104_0_jpg.rf.4b1157c2d9cd7ae63ab594aecb3595d4.jpg,crops/102_104_0_jpg.rf.4b1157c2d9cd7ae63ab594aecb3595d4__0288.png,number,640,640,89,173,237,242,78,162,248,257,,,,,,pending,,
2726_104_0_jpg.rf.c6383207f5f9dbfa13bec7378316a9f9__0289,train,2726_104_0_jpg.rf.c6383207f5f9dbfa13bec7378316a9f9.jpg,crops/2726_104_0_jpg.rf.c6383207f5f9dbfa13bec7378316a9f9__0289.png,number,640,640,280,190,535,252,260,181,555,265,53284707,0.56,2.21,tesseract:gray,,pending,,
6078_104_1_jpg.rf.ffcd0549653efdabba1a4f402044a16a__0290,train,6078_104_1_jpg.rf.ffcd0549653efdabba1a4f402044a16a.jpg,crops/6078_104_1_jpg.rf.ffcd0549653efdabba1a4f402044a16a__0290.png,number,640,640,248,195,480,254,230,186,498,266,6466220,0.56,2.21,tesseract:gray,,pending,,
3477_104_0_jpg.rf.0bbdd9f604654c7a3d7ac3bdd76021eb__0291,validation,3477_104_0_jpg.rf.0bbdd9f604654c7a3d7ac3bdd76021eb.jpg,crops/3477_104_0_jpg.rf.0bbdd9f604654c7a3d7ac3bdd76021eb__0291.png,number,640,640,126,178,297,238,113,169,310,251,644440,0.56,1.53,tesseract:gray,,pending,,
6501_104_1_jpg.rf.c79bc7f6b9d2e31951c9eefe73e28d97__0292,train,6501_104_1_jpg.rf.c79bc7f6b9d2e31951c9eefe73e28d97.jpg,crops/6501_104_1_jpg.rf.c79bc7f6b9d2e31951c9eefe73e28d97__0292.png,number,640,640,82,171,251,235,69,161,264,249,49265868,0.56,2.21,tesseract:otsu,,pending,,
6110_104_1_jpg.rf.8e026b6fa1bb9650b9296f452f24d9a8__0293,train,6110_104_1_jpg.rf.8e026b6fa1bb9650b9296f452f24d9a8.jpg,crops/6110_104_1_jpg.rf.8e026b6fa1bb9650b9296f452f24d9a8__0293.png,number,640,640,374,217,633,274,354,208,640,286,,,,,,pending,,
6251_104_0_jpg.rf.27a875e3861d8c7ca1a5b768b0053b69__0294,train,6251_104_0_jpg.rf.27a875e3861d8c7ca1a5b768b0053b69.jpg,crops/6251_104_0_jpg.rf.27a875e3861d8c7ca1a5b768b0053b69__0294.png,number,640,640,0,237,82,298,0,228,88,311,,,,,,pending,,
6198_104_1_jpg.rf.bf9a88db4cab9c17ebd51fd591941375__0295,train,6198_104_1_jpg.rf.bf9a88db4cab9c17ebd51fd591941375.jpg,crops/6198_104_1_jpg.rf.bf9a88db4cab9c17ebd51fd591941375__0295.png,number,640,640,238,168,486,235,219,158,505,249,5968264,0.56,2.21,tesseract:gray,,pending,,
3458_104_0_jpg.rf.d9ec83658d6bfd0b56101448737c333f__0296,validation,3458_104_0_jpg.rf.d9ec83658d6bfd0b56101448737c333f.jpg,crops/3458_104_0_jpg.rf.d9ec83658d6bfd0b56101448737c333f__0296.png,number,640,640,47,193,126,256,41,183,132,269,,,,,,pending,,
3670_104_0_jpg.rf.6d559990a15dba34aabb64930536da98__0297,validation,3670_104_0_jpg.rf.6d559990a15dba34aabb64930536da98.jpg,crops/3670_104_0_jpg.rf.6d559990a15dba34aabb64930536da98__0297.png,number,640,640,175,163,403,232,157,152,421,247,,,,,,pending,,
3210_104_1_jpg.rf.e27ec88ed4ea305623c3d2edcb52c517__0298,train,3210_104_1_jpg.rf.e27ec88ed4ea305623c3d2edcb52c517.jpg,crops/3210_104_1_jpg.rf.e27ec88ed4ea305623c3d2edcb52c517__0298.png,number,640,640,222,184,422,247,206,174,438,260,63171748,0.56,2.21,tesseract:gray,,pending,,
2239_104_1_jpg.rf.f80facc4ae12de17ebafe96e65744fee__0299,train,2239_104_1_jpg.rf.f80facc4ae12de17ebafe96e65744fee.jpg,crops/2239_104_1_jpg.rf.f80facc4ae12de17ebafe96e65744fee__0299.png,number,640,640,300,185,552,252,280,175,572,266,,,,,,pending,,
6432_104_1_jpg.rf.36323fba5f9283debe811b691044d953__0300,train,6432_104_1_jpg.rf.36323fba5f9283debe811b691044d953.jpg,crops/6432_104_1_jpg.rf.36323fba5f9283debe811b691044d953__0300.png,number,640,640,378,207,640,265,358,198,640,277,6086203,0.5,2.15,tesseract:gray,,pending,,
3421_104_0_jpg.rf.b3f565994c6d8d18f5e5e04c10029e68__0301,validation,3421_104_0_jpg.rf.b3f565994c6d8d18f5e5e04c10029e68.jpg,crops/3421_104_0_jpg.rf.b3f565994c6d8d18f5e5e04c10029e68__0301.png,number,640,640,98,168,252,232,86,158,264,246,4159676,0.56,2.21,tesseract:gray,,pending,,
3869_104_0_jpg.rf.2c2f77dc5e4de4d4ad4674508957cff7__0302,train,3869_104_0_jpg.rf.2c2f77dc5e4de4d4ad4674508957cff7.jpg,crops/3869_104_0_jpg.rf.2c2f77dc5e4de4d4ad4674508957cff7__0302.png,number,640,640,69,182,191,246,60,172,200,260,,,,,,pending,,
2705_104_1_jpg.rf.95fc03f9047873e96bfc621e682a1202__0303,train,2705_104_1_jpg.rf.95fc03f9047873e96bfc621e682a1202.jpg,crops/2705_104_1_jpg.rf.95fc03f9047873e96bfc621e682a1202__0303.png,number,640,640,88,196,250,257,76,187,262,270,,,,,,pending,,
6741_104_1_jpg.rf.a469721968dfc4f0f81208c0da69fc57__0304,train,6741_104_1_jpg.rf.a469721968dfc4f0f81208c0da69fc57.jpg,crops/6741_104_1_jpg.rf.a469721968dfc4f0f81208c0da69fc57__0304.png,number,640,640,129,183,323,245,114,174,338,258,4579488,0.5,2.15,tesseract:otsu,,pending,,
9498_104_0_jpg.rf.9e1771e8283354fad58b145de4041012__0305,validation,9498_104_0_jpg.rf.9e1771e8283354fad58b145de4041012.jpg,crops/9498_104_0_jpg.rf.9e1771e8283354fad58b145de4041012__0305.png,number,640,640,408,223,640,283,390,214,640,296,5532F3,0.5,1.115,tesseract:otsu,,pending,,
6200_104_0_jpg.rf.b61e290b73b86d6d9338912b48261de0__0306,validation,6200_104_0_jpg.rf.b61e290b73b86d6d9338912b48261de0.jpg,crops/6200_104_0_jpg.rf.b61e290b73b86d6d9338912b48261de0__0306.png,number,640,640,115,157,275,220,103,147,287,233,,,,,,pending,,
6178_104_0_jpg.rf.e1844ac0d9399f65cc3cad0b38d2c49e__0307,validation,6178_104_0_jpg.rf.e1844ac0d9399f65cc3cad0b38d2c49e.jpg,crops/6178_104_0_jpg.rf.e1844ac0d9399f65cc3cad0b38d2c49e__0307.png,number,640,640,9,227,66,283,3,219,72,295,,,,,,pending,,
393_104_0_jpg.rf.524fec5b37518ffb1afa9b9d5aae024d__0308,validation,393_104_0_jpg.rf.524fec5b37518ffb1afa9b9d5aae024d.jpg,crops/393_104_0_jpg.rf.524fec5b37518ffb1afa9b9d5aae024d__0308.png,number,640,640,90,173,237,238,79,163,248,252,,,,,,pending,,
8165_104_0_jpg.rf.6f271c163a33c26156332b6625d3f6ae__0309,train,8165_104_0_jpg.rf.6f271c163a33c26156332b6625d3f6ae.jpg,crops/8165_104_0_jpg.rf.6f271c163a33c26156332b6625d3f6ae__0309.png,number,640,640,58,202,178,270,49,192,187,284,,,,,,pending,,
6088_104_1_jpg.rf.301b50f50f2b11a412051f4852480982__0310,validation,6088_104_1_jpg.rf.301b50f50f2b11a412051f4852480982.jpg,crops/6088_104_1_jpg.rf.301b50f50f2b11a412051f4852480982__0310.png,number,640,640,137,185,380,253,118,175,399,267,62265863,0.56,2.21,tesseract:otsu,,pending,,
6843_104_0_jpg.rf.ae52ee5b4d9c0b2077e26ecb2fd3a05e__0311,train,6843_104_0_jpg.rf.ae52ee5b4d9c0b2077e26ecb2fd3a05e.jpg,crops/6843_104_0_jpg.rf.ae52ee5b4d9c0b2077e26ecb2fd3a05e__0311.png,number,640,640,79,196,176,261,72,186,183,275,Y51N75,0.56,1.1,tesseract:otsu,,pending,,
6336_104_1_jpg.rf.3fcb92304e0284b81e158c4cefe47efa__0312,train,6336_104_1_jpg.rf.3fcb92304e0284b81e158c4cefe47efa.jpg,crops/6336_104_1_jpg.rf.3fcb92304e0284b81e158c4cefe47efa__0312.png,number,640,640,154,181,343,239,139,172,358,251,6321358,0.5,2.15,tesseract:gray,,pending,,
6983_104_0_jpg.rf.48f6d3edc249a1bdca5620f605f0627d__0313,train,6983_104_0_jpg.rf.48f6d3edc249a1bdca5620f605f0627d.jpg,crops/6983_104_0_jpg.rf.48f6d3edc249a1bdca5620f605f0627d__0313.png,number,640,640,173,174,392,235,156,165,409,248,005877,0.5,1.47,tesseract:gray,,pending,,
101_104_0_jpg.rf.5c259aba9c38c87200d23f035dbeb926__0314,validation,101_104_0_jpg.rf.5c259aba9c38c87200d23f035dbeb926.jpg,crops/101_104_0_jpg.rf.5c259aba9c38c87200d23f035dbeb926__0314.png,number,640,640,135,182,345,249,119,172,361,263,,,,,,pending,,
3526_104_0_jpg.rf.1fecee0da8aeb73873d36e5fc222e971__0315,train,3526_104_0_jpg.rf.1fecee0da8aeb73873d36e5fc222e971.jpg,crops/3526_104_0_jpg.rf.1fecee0da8aeb73873d36e5fc222e971__0315.png,number,640,640,58,205,154,264,51,196,161,276,5790810,0.56,2.21,tesseract:gray,,pending,,
2688_104_0_jpg.rf.60034876da6220d6170826665db4b6c7__0316,validation,2688_104_0_jpg.rf.60034876da6220d6170826665db4b6c7.jpg,crops/2688_104_0_jpg.rf.60034876da6220d6170826665db4b6c7__0316.png,number,640,640,48,182,150,246,40,172,158,260,,,,,,pending,,
9662_104_0_jpg.rf.606fd93b9220882ba2049158c9fdebb9__0317,train,9662_104_0_jpg.rf.606fd93b9220882ba2049158c9fdebb9.jpg,crops/9662_104_0_jpg.rf.606fd93b9220882ba2049158c9fdebb9__0317.png,number,640,640,22,218,84,271,16,210,90,282,,,,,,pending,,
6450_104_0_jpg.rf.d5196d63870e4233f96cf432fdf9debc__0318,train,6450_104_0_jpg.rf.d5196d63870e4233f96cf432fdf9debc.jpg,crops/6450_104_0_jpg.rf.d5196d63870e4233f96cf432fdf9debc__0318.png,number,640,640,101,190,273,258,88,180,286,272,54785232,0.56,2.21,tesseract:gray,,pending,,
3461_104_0_jpg.rf.2fc2e84dd6e8877a2445808c523a8715__0319,validation,3461_104_0_jpg.rf.2fc2e84dd6e8877a2445808c523a8715.jpg,crops/3461_104_0_jpg.rf.2fc2e84dd6e8877a2445808c523a8715__0319.png,number,640,640,39,202,106,265,33,192,112,278,,,,,,pending,,
2240_104_1_jpg.rf.7a484e8da78cf759461bd421169feb0e__0320,train,2240_104_1_jpg.rf.7a484e8da78cf759461bd421169feb0e.jpg,crops/2240_104_1_jpg.rf.7a484e8da78cf759461bd421169feb0e__0320.png,number,640,640,107,165,297,230,92,155,312,244,,,,,,pending,,
3535_104_1_jpg.rf.2c887e1036ec2fa84976a672c252abf7__0321,train,3535_104_1_jpg.rf.2c887e1036ec2fa84976a672c252abf7.jpg,crops/3535_104_1_jpg.rf.2c887e1036ec2fa84976a672c252abf7__0321.png,number,640,640,331,223,592,287,311,213,612,301,60947744,0.56,2.21,tesseract:gray,,pending,,
6106_104_1_jpg.rf.5034c0b845c8b915965d7378ebc22595__0322,train,6106_104_1_jpg.rf.5034c0b845c8b915965d7378ebc22595.jpg,crops/6106_104_1_jpg.rf.5034c0b845c8b915965d7378ebc22595__0322.png,number,640,640,115,195,329,265,98,184,346,280,40166568,0.5,2.15,tesseract:gray,,pending,,
2470_104_1_jpg.rf.31b4a68f9e692495e437cea5bc27b7bc__0323,train,2470_104_1_jpg.rf.31b4a68f9e692495e437cea5bc27b7bc.jpg,crops/2470_104_1_jpg.rf.31b4a68f9e692495e437cea5bc27b7bc__0323.png,number,640,640,154,178,368,240,137,169,385,253,64533177,0.56,2.21,tesseract:gray,,pending,,
3424_104_1_jpg.rf.ef9f4cf2426c80511bc78d117d217939__0324,train,3424_104_1_jpg.rf.ef9f4cf2426c80511bc78d117d217939.jpg,crops/3424_104_1_jpg.rf.ef9f4cf2426c80511bc78d117d217939__0324.png,number,640,640,380,193,622,254,361,184,640,267,657748,0.5,1.47,tesseract:otsu,,pending,,
9649_104_0_jpg.rf.9303c042467119deae8388692c0ca6de__0325,train,9649_104_0_jpg.rf.9303c042467119deae8388692c0ca6de.jpg,crops/9649_104_0_jpg.rf.9303c042467119deae8388692c0ca6de__0325.png,number,640,640,161,190,368,249,145,181,384,261,,,,,,pending,,
3213_104_0_jpg.rf.3be66aaad476b8dc5e3091a61e844c92__0326,train,3213_104_0_jpg.rf.3be66aaad476b8dc5e3091a61e844c92.jpg,crops/3213_104_0_jpg.rf.3be66aaad476b8dc5e3091a61e844c92__0326.png,number,640,640,108,171,282,233,95,162,295,246,6459676,0.56,2.21,tesseract:gray,,pending,,
107_104_0_jpg.rf.4ac18cd48544c9b12ca2a9e04e9830cc__0327,validation,107_104_0_jpg.rf.4ac18cd48544c9b12ca2a9e04e9830cc.jpg,crops/107_104_0_jpg.rf.4ac18cd48544c9b12ca2a9e04e9830cc__0327.png,number,640,640,82,178,236,249,70,167,248,264,,,,,,pending,,
3468_104_0_jpg.rf.c4c5178fb9c3da821e6c60a2166c5b61__0328,train,3468_104_0_jpg.rf.c4c5178fb9c3da821e6c60a2166c5b61.jpg,crops/3468_104_0_jpg.rf.c4c5178fb9c3da821e6c60a2166c5b61__0328.png,number,640,640,247,177,469,242,230,167,486,256,416551C,0.56,1.3657,tesseract:gray,,pending,,
